traceid,activity,timestamp
1454,START,2021-06-04 13:02:10.000
1454,F,2021-06-07 09:02:40.000
1454,G,2021-06-08 09:03:00.000
1454,M,2021-06-09 09:18:30.000
1454,N,2021-06-09 09:18:34.519
1454,Q,2021-06-09 09:18:38.748
1454,P,2021-06-09 09:18:39.969
1454,O,2021-06-09 09:18:40.136
1454,R,2021-06-10 09:28:40.000
1454,S,2021-06-11 09:28:30.000
1454,T,2021-06-14 09:07:20.000
1454,U,2021-06-15 08:03:30.000
1454,END,2021-06-15 08:03:30.000
1455,START,2021-06-04 13:02:20.000
1455,F,2021-06-07 09:02:50.000
1455,J,2021-06-08 09:03:20.000
1455,K,2021-06-09 09:18:50.000
1455,M,2021-06-10 09:28:50.000
1455,Q,2021-06-10 09:28:51.074
1455,O,2021-06-10 09:28:55.729
1455,P,2021-06-10 09:28:56.889
1455,N,2021-06-10 09:29:04.759
1455,R,2021-06-11 09:28:50.000
1455,S,2021-06-14 09:07:40.000
1455,T,2021-06-15 08:03:50.000
1455,U,2021-06-15 13:41:20.000
1455,END,2021-06-15 13:41:20.000
1456,START,2021-06-04 13:02:30.000
1456,F,2021-06-07 09:03:20.000
1456,G,2021-06-08 09:04:20.000
1456,M,2021-06-09 09:19:50.000
1456,O,2021-06-09 09:19:56.087
1456,Q,2021-06-09 09:19:58.498
1456,P,2021-06-09 09:20:01.606
1456,N,2021-06-09 09:20:07.352
1456,R,2021-06-10 09:30:00.000
1456,S,2021-06-11 09:29:50.000
1456,T,2021-06-14 09:08:30.000
1456,U,2021-06-15 08:04:20.000
1456,END,2021-06-15 08:04:20.000
1457,START,2021-06-04 13:02:40.000
1457,F,2021-06-07 09:03:40.000
1457,L,2021-06-08 09:04:50.000
1457,M,2021-06-09 09:20:20.000
1457,P,2021-06-09 09:20:25.412
1457,N,2021-06-09 09:20:28.667
1457,Q,2021-06-09 09:20:31.263
1457,O,2021-06-09 09:20:34.532
1457,R,2021-06-10 09:30:30.000
1457,S,2021-06-11 09:30:20.000
1457,T,2021-06-14 09:09:00.000
1457,U,2021-06-15 08:05:00.000
1457,END,2021-06-15 08:05:00.000
1458,START,2021-06-04 13:02:50.000
1458,F,2021-06-07 09:04:00.000
1458,J,2021-06-08 09:05:40.000
1458,K,2021-06-09 09:21:10.000
1458,M,2021-06-10 09:31:10.000
1458,N,2021-06-10 09:31:22.308
1458,P,2021-06-10 09:31:25.573
1458,O,2021-06-10 09:31:25.660
1458,Q,2021-06-10 09:31:31.743
1458,R,2021-06-11 09:31:20.000
1458,S,2021-06-14 09:09:50.000
1458,T,2021-06-15 08:05:50.000
1458,U,2021-06-15 13:42:50.000
1458,END,2021-06-15 13:42:50.000
1459,START,2021-06-04 13:03:00.000
1459,F,2021-06-07 09:04:10.000
1459,G,2021-06-08 09:06:00.000
1459,H,2021-06-09 09:21:30.000
1459,I,2021-06-10 09:31:30.000
1459,M,2021-06-11 09:31:10.000
1459,Q,2021-06-11 09:31:16.634
1459,P,2021-06-11 09:31:16.861
1459,N,2021-06-11 09:31:18.964
1459,O,2021-06-11 09:31:23.420
1459,R,2021-06-14 09:10:00.000
1459,S,2021-06-15 08:06:00.000
1459,T,2021-06-15 13:43:00.000
1459,U,2021-06-16 08:34:10.000
1459,END,2021-06-16 08:34:10.000
1460,START,2021-06-04 13:03:10.000
1460,F,2021-06-07 09:04:30.000
1460,L,2021-06-08 09:06:40.000
1460,M,2021-06-09 09:22:10.000
1460,P,2021-06-09 09:22:14.712
1460,O,2021-06-09 09:22:16.639
1460,N,2021-06-09 09:22:18.156
1460,Q,2021-06-09 09:22:21.076
1460,R,2021-06-10 09:32:20.000
1460,S,2021-06-11 09:32:00.000
1460,T,2021-06-14 09:10:40.000
1460,U,2021-06-15 08:06:40.000
1460,END,2021-06-15 08:06:40.000
1461,START,2021-06-04 13:03:20.000
1461,F,2021-06-07 09:04:50.000
1461,G,2021-06-08 09:07:20.000
1461,M,2021-06-09 09:22:50.000
1461,P,2021-06-09 09:22:58.151
1461,Q,2021-06-09 09:23:00.469
1461,N,2021-06-09 09:23:05.340
1461,O,2021-06-09 09:23:10.884
1461,R,2021-06-10 09:33:00.000
1461,S,2021-06-11 09:32:40.000
1461,T,2021-06-14 09:11:20.000
1461,U,2021-06-15 08:07:20.000
1461,END,2021-06-15 08:07:20.000
1462,START,2021-06-04 13:03:30.000
1462,F,2021-06-07 09:05:10.000
1462,L,2021-06-08 09:08:00.000
1462,M,2021-06-09 09:23:30.000
1462,N,2021-06-09 09:23:35.052
1462,P,2021-06-09 09:23:39.636
1462,O,2021-06-09 09:23:41.941
1462,Q,2021-06-09 09:23:42.104
1462,R,2021-06-10 09:33:40.000
1462,S,2021-06-11 09:33:30.000
1462,T,2021-06-14 09:12:00.000
1462,S,2021-06-15 08:08:00.000
1462,T,2021-06-15 13:44:20.000
1462,U,2021-06-16 08:34:40.000
1462,END,2021-06-16 08:34:40.000
1463,START,2021-06-04 13:03:40.000
1463,F,2021-06-07 09:05:30.000
1463,G,2021-06-08 09:08:30.000
1463,H,2021-06-09 09:24:00.000
1463,I,2021-06-10 09:34:00.000
1463,M,2021-06-11 09:33:50.000
1463,N,2021-06-11 09:34:00.971
1463,O,2021-06-11 09:34:01.270
1463,Q,2021-06-11 09:34:01.891
1463,P,2021-06-11 09:34:01.971
1463,R,2021-06-14 09:12:30.000
1463,S,2021-06-15 08:08:30.000
1463,T,2021-06-15 13:44:50.000
1463,U,2021-06-16 08:35:10.000
1463,END,2021-06-16 08:35:10.000
1464,START,2021-06-04 13:03:50.000
1464,F,2021-06-07 09:05:50.000
1464,J,2021-06-08 09:09:20.000
1464,K,2021-06-09 09:24:50.000
1464,M,2021-06-10 09:34:50.000
1464,Q,2021-06-10 09:34:55.889
1464,O,2021-06-10 09:34:56.821
1464,N,2021-06-10 09:34:59.031
1464,P,2021-06-10 09:35:02.024
1464,R,2021-06-11 09:34:50.000
1464,S,2021-06-14 09:13:10.000
1464,T,2021-06-15 08:09:00.000
1464,U,2021-06-15 13:45:20.000
1464,END,2021-06-15 13:45:20.000
1465,START,2021-06-04 13:04:00.000
1465,F,2021-06-07 09:06:10.000
1465,J,2021-06-08 09:09:50.000
1465,K,2021-06-09 09:25:20.000
1465,M,2021-06-10 09:35:20.000
1465,N,2021-06-10 09:35:25.196
1465,P,2021-06-10 09:35:29.413
1465,O,2021-06-10 09:35:30.012
1465,Q,2021-06-10 09:35:39.901
1465,R,2021-06-11 09:35:20.000
1465,S,2021-06-14 09:13:40.000
1465,T,2021-06-15 08:09:30.000
1465,U,2021-06-15 13:45:50.000
1465,END,2021-06-15 13:45:50.000
1466,START,2021-06-04 13:04:10.000
1466,F,2021-06-07 09:06:30.000
1466,L,2021-06-08 09:10:40.000
1466,M,2021-06-09 09:26:10.000
1466,P,2021-06-09 09:26:15.741
1466,N,2021-06-09 09:26:20.770
1466,Q,2021-06-09 09:26:23.503
1466,O,2021-06-09 09:26:23.521
1466,R,2021-06-10 09:36:20.000
1466,S,2021-06-11 09:36:00.000
1466,T,2021-06-14 09:14:20.000
1466,U,2021-06-15 08:10:10.000
1466,END,2021-06-15 08:10:10.000
1467,START,2021-06-04 13:04:20.000
1467,F,2021-06-07 09:06:40.000
1467,G,2021-06-08 09:11:00.000
1467,H,2021-06-09 09:26:30.000
1467,I,2021-06-10 09:36:30.000
1467,M,2021-06-11 09:36:20.000
1467,N,2021-06-11 09:36:26.668
1467,P,2021-06-11 09:36:27.100
1467,O,2021-06-11 09:36:31.148
1467,Q,2021-06-11 09:36:38.437
1467,R,2021-06-14 09:14:40.000
1467,S,2021-06-15 08:10:30.000
1467,T,2021-06-15 13:46:40.000
1467,U,2021-06-16 08:35:50.000
1467,END,2021-06-16 08:35:50.000
1468,START,2021-06-04 13:04:30.000
1468,F,2021-06-07 09:07:10.000
1468,G,2021-06-08 09:12:00.000
1468,H,2021-06-09 09:27:30.000
1468,I,2021-06-10 09:37:30.000
1468,M,2021-06-11 09:37:00.000
1468,P,2021-06-11 09:37:05.066
1468,N,2021-06-11 09:37:10.012
1468,Q,2021-06-11 09:37:12.005
1468,O,2021-06-11 09:37:12.879
1468,R,2021-06-14 09:15:30.000
1468,S,2021-06-15 08:11:20.000
1468,T,2021-06-15 13:47:30.000
1468,U,2021-06-16 08:36:20.000
1468,END,2021-06-16 08:36:20.000
1469,START,2021-06-04 13:04:40.000
1469,F,2021-06-07 09:07:30.000
1469,J,2021-06-08 09:12:30.000
1469,K,2021-06-09 09:28:00.000
1469,M,2021-06-10 09:38:00.000
1469,Q,2021-06-10 09:38:05.104
1469,N,2021-06-10 09:38:08.546
1469,O,2021-06-10 09:38:09.799
1469,P,2021-06-10 09:38:15.329
1469,R,2021-06-11 09:37:50.000
1469,S,2021-06-14 09:16:00.000
1469,T,2021-06-15 08:11:50.000
1469,U,2021-06-15 13:48:00.000
1469,END,2021-06-15 13:48:00.000
1470,START,2021-06-04 13:04:50.000
1470,F,2021-06-07 09:07:50.000
1470,G,2021-06-08 09:13:20.000
1470,M,2021-06-09 09:28:50.000
1470,N,2021-06-09 09:28:56.692
1470,P,2021-06-09 09:28:59.646
1470,O,2021-06-09 09:29:01.309
1470,Q,2021-06-09 09:29:01.780
1470,R,2021-06-10 09:39:00.000
1470,S,2021-06-11 09:38:30.000
1470,T,2021-06-14 09:16:40.000
1470,U,2021-06-15 08:12:20.000
1470,END,2021-06-15 08:12:20.000
1471,START,2021-06-04 13:05:00.000
1471,F,2021-06-07 09:08:10.000
1471,L,2021-06-08 09:13:50.000
1471,M,2021-06-09 09:29:20.000
1471,N,2021-06-09 09:29:27.533
1471,O,2021-06-09 09:29:28.835
1471,P,2021-06-09 09:29:33.876
1471,Q,2021-06-09 09:29:34.579
1471,R,2021-06-10 09:39:30.000
1471,S,2021-06-11 09:39:10.000
1471,T,2021-06-14 09:17:10.000
1471,U,2021-06-15 08:12:50.000
1471,END,2021-06-15 08:12:50.000
1472,START,2021-06-04 13:05:10.000
1472,F,2021-06-07 09:08:30.000
1472,L,2021-06-08 09:14:40.000
1472,M,2021-06-09 09:30:10.000
1472,N,2021-06-09 09:30:16.747
1472,Q,2021-06-09 09:30:19.460
1472,P,2021-06-09 09:30:20.970
1472,O,2021-06-09 09:30:24.246
1472,R,2021-06-10 09:40:20.000
1472,S,2021-06-11 09:39:50.000
1472,T,2021-06-14 09:17:50.000
1472,U,2021-06-15 08:13:30.000
1472,END,2021-06-15 08:13:30.000
1473,START,2021-06-04 13:05:20.000
1473,F,2021-06-07 09:08:50.000
1473,L,2021-06-08 09:15:20.000
1473,M,2021-06-09 09:30:50.000
1473,P,2021-06-09 09:30:58.273
1473,O,2021-06-09 09:30:59.786
1473,N,2021-06-09 09:31:01.376
1473,Q,2021-06-09 09:31:03.598
1473,R,2021-06-10 09:41:00.000
1473,S,2021-06-11 09:40:40.000
1473,T,2021-06-14 09:18:30.000
1473,U,2021-06-15 08:14:00.000
1473,END,2021-06-15 08:14:00.000
1474,START,2021-06-04 13:05:30.000
1474,F,2021-06-07 09:09:10.000
1474,L,2021-06-08 09:16:00.000
1474,M,2021-06-09 09:31:30.000
1474,O,2021-06-09 09:31:38.986
1474,P,2021-06-09 09:31:40.084
1474,N,2021-06-09 09:31:44.738
1474,Q,2021-06-09 09:31:45.816
1474,R,2021-06-10 09:41:40.000
1474,S,2021-06-11 09:41:10.000
1474,T,2021-06-14 09:19:10.000
1474,U,2021-06-15 08:14:40.000
1474,END,2021-06-15 08:14:40.000
1475,START,2021-06-04 13:05:40.000
1475,F,2021-06-07 09:09:30.000
1475,L,2021-06-08 09:16:40.000
1475,M,2021-06-09 09:32:10.000
1475,O,2021-06-09 09:32:18.065
1475,Q,2021-06-09 09:32:23.310
1475,N,2021-06-09 09:32:25.295
1475,P,2021-06-09 09:32:26.845
1475,R,2021-06-10 09:42:20.000
1475,S,2021-06-11 09:42:00.000
1475,T,2021-06-14 09:20:00.000
1475,S,2021-06-15 08:15:20.000
1475,T,2021-06-15 13:50:20.000
1475,U,2021-06-16 08:37:10.000
1475,END,2021-06-16 08:37:10.000
1476,START,2021-06-04 13:05:50.000
1476,F,2021-06-07 09:09:50.000
1476,L,2021-06-08 09:17:20.000
1476,M,2021-06-09 09:32:50.000
1476,N,2021-06-09 09:32:56.329
1476,O,2021-06-09 09:33:00.943
1476,P,2021-06-09 09:33:06.049
1476,Q,2021-06-09 09:33:06.803
1476,R,2021-06-10 09:43:00.000
1476,S,2021-06-11 09:42:30.000
1476,T,2021-06-14 09:20:30.000
1476,U,2021-06-15 08:15:50.000
1476,END,2021-06-15 08:15:50.000
1477,START,2021-06-04 13:06:00.000
1477,F,2021-06-07 09:10:10.000
1477,L,2021-06-08 09:18:00.000
1477,M,2021-06-09 09:33:30.000
1477,N,2021-06-09 09:33:35.696
1477,P,2021-06-09 09:33:36.385
1477,Q,2021-06-09 09:33:38.319
1477,O,2021-06-09 09:33:47.678
1477,R,2021-06-10 09:43:30.000
1477,S,2021-06-11 09:43:00.000
1477,T,2021-06-14 09:21:00.000
1477,U,2021-06-15 08:16:20.000
1477,END,2021-06-15 08:16:20.000
1478,START,2021-06-04 13:06:10.000
1478,F,2021-06-07 09:10:30.000
1478,G,2021-06-08 09:18:40.000
1478,H,2021-06-09 09:34:10.000
1478,I,2021-06-10 09:44:00.000
1478,M,2021-06-11 09:43:40.000
1478,N,2021-06-11 09:43:50.418
1478,O,2021-06-11 09:43:52.551
1478,Q,2021-06-11 09:43:53.493
1478,P,2021-06-11 09:43:54.822
1478,R,2021-06-14 09:21:40.000
1478,S,2021-06-15 08:16:50.000
1478,T,2021-06-15 13:51:30.000
1478,U,2021-06-16 08:37:40.000
1478,END,2021-06-16 08:37:40.000
1479,START,2021-06-04 13:06:20.000
1479,F,2021-06-07 09:10:50.000
1479,J,2021-06-08 09:19:10.000
1479,K,2021-06-09 09:34:40.000
1479,M,2021-06-10 09:44:30.000
1479,P,2021-06-10 09:44:33.795
1479,Q,2021-06-10 09:44:43.232
1479,O,2021-06-10 09:44:44.244
1479,N,2021-06-10 09:44:47.097
1479,R,2021-06-11 09:44:20.000
1479,S,2021-06-14 09:22:00.000
1479,T,2021-06-15 08:17:10.000
1479,U,2021-06-15 13:51:50.000
1479,END,2021-06-15 13:51:50.000
1480,START,2021-06-04 13:06:30.000
1480,F,2021-06-07 09:11:10.000
1480,J,2021-06-08 09:20:00.000
1480,K,2021-06-09 09:35:30.000
1480,M,2021-06-10 09:45:20.000
1480,O,2021-06-10 09:45:25.366
1480,Q,2021-06-10 09:45:29.131
1480,N,2021-06-10 09:45:31.099
1480,P,2021-06-10 09:45:33.648
1480,R,2021-06-11 09:45:00.000
1480,S,2021-06-14 09:22:50.000
1480,T,2021-06-15 08:18:00.000
1480,U,2021-06-15 13:52:40.000
1480,END,2021-06-15 13:52:40.000
1481,START,2021-06-04 13:06:40.000
1481,F,2021-06-07 09:11:30.000
1481,L,2021-06-08 09:20:30.000
1481,M,2021-06-09 09:36:00.000
1481,Q,2021-06-09 09:36:06.638
1481,N,2021-06-09 09:36:06.693
1481,P,2021-06-09 09:36:12.123
1481,O,2021-06-09 09:36:12.836
1481,R,2021-06-10 09:46:00.000
1481,S,2021-06-11 09:45:30.000
1481,T,2021-06-14 09:23:10.000
1481,U,2021-06-15 08:18:20.000
1481,END,2021-06-15 08:18:20.000
1482,START,2021-06-04 13:06:50.000
1482,F,2021-06-07 09:11:50.000
1482,J,2021-06-08 09:21:20.000
1482,K,2021-06-09 09:36:50.000
1482,M,2021-06-10 09:46:40.000
1482,N,2021-06-10 09:46:42.009
1482,O,2021-06-10 09:46:44.108
1482,Q,2021-06-10 09:46:49.371
1482,P,2021-06-10 09:46:51.223
1482,R,2021-06-11 09:46:30.000
1482,S,2021-06-14 09:24:00.000
1482,T,2021-06-15 08:19:00.000
1482,U,2021-06-15 13:53:30.000
1482,END,2021-06-15 13:53:30.000
1483,START,2021-06-04 13:07:00.000
1483,F,2021-06-07 09:12:00.000
1483,G,2021-06-08 09:21:40.000
1483,H,2021-06-09 09:37:10.000
1483,I,2021-06-10 09:47:00.000
1483,M,2021-06-11 09:46:40.000
1483,O,2021-06-11 09:46:43.552
1483,P,2021-06-11 09:46:49.981
1483,Q,2021-06-11 09:46:50.887
1483,N,2021-06-11 09:46:53.735
1483,R,2021-06-14 09:24:30.000
1483,S,2021-06-15 08:19:20.000
1483,T,2021-06-15 13:53:50.000
1483,U,2021-06-16 08:38:50.000
1483,END,2021-06-16 08:38:50.000
1484,START,2021-06-04 13:07:10.000
1484,F,2021-06-07 09:12:30.000
1484,L,2021-06-08 09:22:40.000
1484,M,2021-06-09 09:38:10.000
1484,Q,2021-06-09 09:38:13.996
1484,N,2021-06-09 09:38:17.930
1484,P,2021-06-09 09:38:18.924
1484,O,2021-06-09 09:38:19.763
1484,R,2021-06-10 09:48:00.000
1484,S,2021-06-11 09:47:30.000
1484,T,2021-06-14 09:25:00.000
1484,U,2021-06-15 08:19:50.000
1484,END,2021-06-15 08:19:50.000
1485,START,2021-06-04 13:07:20.000
1485,F,2021-06-07 09:12:50.000
1485,G,2021-06-08 09:23:20.000
1485,M,2021-06-09 09:38:50.000
1485,O,2021-06-09 09:38:56.554
1485,P,2021-06-09 09:38:57.968
1485,N,2021-06-09 09:38:59.851
1485,Q,2021-06-09 09:39:06.204
1485,R,2021-06-10 09:48:50.000
1485,S,2021-06-11 09:48:10.000
1485,T,2021-06-14 09:25:50.000
1485,U,2021-06-15 08:20:30.000
1485,END,2021-06-15 08:20:30.000
1486,START,2021-06-04 13:07:30.000
1486,F,2021-06-07 09:13:10.000
1486,L,2021-06-08 09:24:00.000
1486,M,2021-06-09 09:39:30.000
1486,O,2021-06-09 09:39:36.200
1486,P,2021-06-09 09:39:38.164
1486,Q,2021-06-09 09:39:39.786
1486,N,2021-06-09 09:39:42.027
1486,R,2021-06-10 09:49:30.000
1486,S,2021-06-11 09:49:00.000
1486,T,2021-06-14 09:26:30.000
1486,U,2021-06-15 08:21:00.000
1486,END,2021-06-15 08:21:00.000
1487,START,2021-06-04 13:07:40.000
1487,F,2021-06-07 09:13:30.000
1487,G,2021-06-08 09:24:30.000
1487,H,2021-06-09 09:40:00.000
1487,I,2021-06-10 09:49:50.000
1487,M,2021-06-11 09:49:20.000
1487,N,2021-06-11 09:49:24.205
1487,P,2021-06-11 09:49:35.273
1487,Q,2021-06-11 09:49:35.307
1487,O,2021-06-11 09:49:35.504
1487,R,2021-06-14 09:27:00.000
1487,S,2021-06-15 08:21:20.000
1487,T,2021-06-15 13:55:20.000
1487,U,2021-06-16 08:39:40.000
1487,END,2021-06-16 08:39:40.000
1488,START,2021-06-04 13:07:50.000
1488,F,2021-06-07 09:13:50.000
1488,J,2021-06-08 09:25:20.000
1488,K,2021-06-09 09:40:50.000
1488,M,2021-06-10 09:50:40.000
1488,O,2021-06-10 09:50:42.054
1488,Q,2021-06-10 09:50:49.984
1488,P,2021-06-10 09:50:50.536
1488,N,2021-06-10 09:50:52.331
1488,R,2021-06-11 09:50:10.000
1488,S,2021-06-14 09:27:40.000
1488,T,2021-06-15 08:22:10.000
1488,U,2021-06-15 13:56:00.000
1488,END,2021-06-15 13:56:00.000
1489,START,2021-06-04 13:08:00.000
1489,F,2021-06-07 09:14:10.000
1489,L,2021-06-08 09:25:50.000
1489,M,2021-06-09 09:41:20.000
1489,N,2021-06-09 09:41:24.036
1489,O,2021-06-09 09:41:26.407
1489,P,2021-06-09 09:41:27.869
1489,Q,2021-06-09 09:41:33.152
1489,R,2021-06-10 09:51:20.000
1489,S,2021-06-11 09:50:50.000
1489,T,2021-06-14 09:28:10.000
1489,U,2021-06-15 08:22:40.000
1489,END,2021-06-15 08:22:40.000
1490,START,2021-06-04 13:08:10.000
1490,F,2021-06-07 09:14:30.000
1490,G,2021-06-08 09:26:40.000
1490,M,2021-06-09 09:42:10.000
1490,O,2021-06-09 09:42:16.756
1490,Q,2021-06-09 09:42:18.164
1490,P,2021-06-09 09:42:19.968
1490,N,2021-06-09 09:42:23.120
1490,R,2021-06-10 09:52:10.000
1490,S,2021-06-11 09:51:30.000
1490,T,2021-06-14 09:28:50.000
1490,U,2021-06-15 08:23:10.000
1490,END,2021-06-15 08:23:10.000
1491,START,2021-06-04 13:08:20.000
1491,F,2021-06-07 09:14:40.000
1491,G,2021-06-08 09:27:00.000
1491,M,2021-06-09 09:42:30.000
1491,O,2021-06-09 09:42:33.438
1491,P,2021-06-09 09:42:40.028
1491,Q,2021-06-09 09:42:41.523
1491,N,2021-06-09 09:42:45.941
1491,R,2021-06-10 09:52:30.000
1491,S,2021-06-11 09:51:50.000
1491,T,2021-06-14 09:29:10.000
1491,U,2021-06-15 08:23:30.000
1491,END,2021-06-15 08:23:30.000
1492,START,2021-06-04 13:08:30.000
1492,F,2021-06-07 09:15:10.000
1492,J,2021-06-08 09:28:00.000
1492,K,2021-06-09 09:43:30.000
1492,M,2021-06-10 09:53:20.000
1492,N,2021-06-10 09:53:24.677
1492,P,2021-06-10 09:53:26.936
1492,Q,2021-06-10 09:53:30.840
1492,O,2021-06-10 09:53:33.747
1492,R,2021-06-11 09:52:40.000
1492,S,2021-06-14 09:29:50.000
1492,T,2021-06-15 08:24:00.000
1492,U,2021-06-15 13:57:20.000
1492,END,2021-06-15 13:57:20.000
1493,START,2021-06-04 13:08:40.000
1493,F,2021-06-07 09:15:30.000
1493,J,2021-06-08 09:28:40.000
1493,K,2021-06-09 09:44:10.000
1493,M,2021-06-10 09:54:00.000
1493,O,2021-06-10 09:54:10.102
1493,P,2021-06-10 09:54:12.964
1493,Q,2021-06-10 09:54:13.153
1493,N,2021-06-10 09:54:13.618
1493,R,2021-06-11 09:53:20.000
1493,S,2021-06-14 09:30:40.000
1493,T,2021-06-15 08:24:40.000
1493,U,2021-06-15 13:58:00.000
1493,END,2021-06-15 13:58:00.000
1494,START,2021-06-04 13:08:50.000
1494,F,2021-06-07 09:15:50.000
1494,J,2021-06-08 09:29:20.000
1494,K,2021-06-09 09:44:50.000
1494,M,2021-06-10 09:54:40.000
1494,P,2021-06-10 09:54:49.037
1494,N,2021-06-10 09:54:52.741
1494,O,2021-06-10 09:54:54.293
1494,Q,2021-06-10 09:54:57.515
1494,R,2021-06-11 09:54:00.000
1494,S,2021-06-14 09:31:20.000
1494,T,2021-06-15 08:25:10.000
1494,U,2021-06-15 13:58:30.000
1494,END,2021-06-15 13:58:30.000
1495,START,2021-06-04 13:09:00.000
1495,F,2021-06-07 09:16:10.000
1495,J,2021-06-08 09:30:00.000
1495,K,2021-06-09 09:45:30.000
1495,M,2021-06-10 09:55:20.000
1495,N,2021-06-10 09:55:29.041
1495,Q,2021-06-10 09:55:30.205
1495,O,2021-06-10 09:55:33.365
1495,P,2021-06-10 09:55:33.901
1495,R,2021-06-11 09:54:50.000
1495,S,2021-06-14 09:32:00.000
1495,T,2021-06-15 08:25:40.000
1495,U,2021-06-15 13:59:00.000
1495,END,2021-06-15 13:59:00.000
1496,START,2021-06-04 13:09:10.000
1496,F,2021-06-07 09:16:30.000
1496,G,2021-06-08 09:30:40.000
1496,H,2021-06-09 09:46:10.000
1496,I,2021-06-10 09:56:00.000
1496,M,2021-06-11 09:55:20.000
1496,P,2021-06-11 09:55:26.889
1496,N,2021-06-11 09:55:28.917
1496,Q,2021-06-11 09:55:33.661
1496,O,2021-06-11 09:55:34.065
1496,R,2021-06-14 09:32:40.000
1496,S,2021-06-15 08:26:20.000
1496,T,2021-06-15 13:59:30.000
1496,U,2021-06-16 08:41:40.000
1496,END,2021-06-16 08:41:40.000
1497,START,2021-06-04 13:09:20.000
1497,F,2021-06-07 09:16:50.000
1497,J,2021-06-08 09:31:20.000
1497,K,2021-06-09 09:46:50.000
1497,M,2021-06-10 09:56:30.000
1497,N,2021-06-10 09:56:34.771
1497,P,2021-06-10 09:56:43.979
1497,Q,2021-06-10 09:56:44.239
1497,O,2021-06-10 09:56:44.247
1497,R,2021-06-11 09:56:00.000
1497,S,2021-06-14 09:33:10.000
1497,T,2021-06-15 08:26:50.000
1497,U,2021-06-15 14:00:00.000
1497,END,2021-06-15 14:00:00.000
1498,START,2021-06-04 13:09:30.000
1498,F,2021-06-07 09:17:10.000
1498,J,2021-06-08 09:32:00.000
1498,K,2021-06-09 09:47:30.000
1498,M,2021-06-10 09:57:10.000
1498,N,2021-06-10 09:57:19.292
1498,O,2021-06-10 09:57:20.703
1498,P,2021-06-10 09:57:23.619
1498,Q,2021-06-10 09:57:23.990
1498,R,2021-06-11 09:56:40.000
1498,S,2021-06-14 09:33:50.000
1498,T,2021-06-15 08:27:20.000
1498,U,2021-06-16 06:00:30.000
1498,END,2021-06-16 06:00:30.000
1499,START,2021-06-04 13:09:40.000
1499,F,2021-06-07 09:17:30.000
1499,L,2021-06-08 09:32:30.000
1499,M,2021-06-09 09:48:00.000
1499,N,2021-06-09 09:48:04.618
1499,O,2021-06-09 09:48:04.673
1499,P,2021-06-09 09:48:05.313
1499,Q,2021-06-09 09:48:13.547
1499,R,2021-06-10 09:57:50.000
1499,S,2021-06-11 09:57:10.000
1499,T,2021-06-14 09:34:30.000
1499,U,2021-06-15 08:27:50.000
1499,END,2021-06-15 08:27:50.000
1500,START,2021-06-04 13:09:50.000
1500,F,2021-06-07 09:17:50.000
1500,G,2021-06-08 09:33:10.000
1500,M,2021-06-09 09:48:40.000
1500,N,2021-06-09 09:48:46.050
1500,O,2021-06-09 09:48:49.527
1500,Q,2021-06-09 09:48:53.892
1500,P,2021-06-09 09:48:53.961
1500,R,2021-06-10 09:58:30.000
1500,S,2021-06-11 09:57:50.000
1500,T,2021-06-14 09:35:00.000
1500,U,2021-06-15 08:28:20.000
1500,END,2021-06-15 08:28:20.000
1501,START,2021-06-04 13:10:00.000
1501,F,2021-06-07 09:18:10.000
1501,J,2021-06-08 09:33:50.000
1501,K,2021-06-09 09:49:20.000
1501,M,2021-06-10 09:59:00.000
1501,O,2021-06-10 09:59:07.611
1501,Q,2021-06-10 09:59:11.760
1501,P,2021-06-10 09:59:11.890
1501,N,2021-06-10 09:59:14.351
1501,R,2021-06-11 09:58:30.000
1501,S,2021-06-14 09:35:40.000
1501,T,2021-06-15 08:28:50.000
1501,U,2021-06-16 06:01:40.000
1501,END,2021-06-16 06:01:40.000
1502,START,2021-06-04 13:10:10.000
1502,F,2021-06-07 09:18:30.000
1502,J,2021-06-08 09:34:30.000
1502,K,2021-06-09 09:50:00.000
1502,M,2021-06-10 09:59:40.000
1502,Q,2021-06-10 09:59:48.091
1502,N,2021-06-10 09:59:48.939
1502,P,2021-06-10 09:59:52.553
1502,O,2021-06-10 09:59:53.847
1502,R,2021-06-11 09:59:00.000
1502,S,2021-06-14 09:36:10.000
1502,T,2021-06-15 08:29:20.000
1502,U,2021-06-16 06:02:00.000
1502,END,2021-06-16 06:02:00.000
1503,START,2021-06-04 13:10:20.000
1503,F,2021-06-07 09:18:40.000
1503,G,2021-06-08 09:34:50.000
1503,H,2021-06-09 09:50:20.000
1503,I,2021-06-10 10:00:00.000
1503,M,2021-06-11 09:59:10.000
1503,P,2021-06-11 09:59:17.108
1503,O,2021-06-11 09:59:19.147
1503,Q,2021-06-11 09:59:19.262
1503,N,2021-06-11 09:59:22.806
1503,R,2021-06-14 09:36:40.000
1503,S,2021-06-15 08:29:50.000
1503,T,2021-06-16 06:02:30.000
1503,U,2021-06-16 08:43:30.000
1503,END,2021-06-16 08:43:30.000
1504,START,2021-06-04 13:10:30.000
1504,F,2021-06-07 09:19:10.000
1504,J,2021-06-08 09:35:50.000
1504,K,2021-06-09 09:51:20.000
1504,M,2021-06-10 10:01:00.000
1504,O,2021-06-10 10:01:08.238
1504,N,2021-06-10 10:01:09.079
